"Mean_of_each_measurement" "Standard_deviation_of_each_measurement"
-0.000635419046281564 0.145280271315665
-0.000748265003735153 0.145557164758729
-0.000846952639486251 0.145635283870722
-0.000924929402144033 0.145235788791253
-0.000816680277950913 0.145289667345147
-0.000626662363549444 0.144423957520682
-0.00050605034991127 0.144253201213325
-0.000376459255184924 0.144346498287539
-0.000436505546968797 0.143570829865857
-0.000690375913232887 0.143419906819477
-0.000795243871478467 0.143781764498784
-0.000989032191845027 0.145392209846837
-0.000984666792939663 0.145037357745697
-0.000539795607951937 0.144153578511594
-0.000352808449935776 0.144082379036433
-0.000576192652404538 0.143933245646166
-0.000904635932787721 0.142584619248975
-0.000914116230543143 0.141625334405802
-0.000798805327433214 0.142022273894329
-0.000858696707032874 0.142236074368068
-0.000740879077449704 0.142023966808815
-0.000714348050765828 0.14212233925959
-0.000578737495139282 0.142944351269625
-0.000245922457189485 0.143863310638657
-0.000153804677822012 0.143708888840529
0.000103876905814005 0.14450224125368
0.000224576333001592 0.145665743770443
0.000264360125728165 0.145258516766989
0.000504574446328802 0.144593135577427
0.000178473096784883 0.145150083994441
-0.000203717675179162 0.145747747595126
-0.000127560898402069 0.145077723782033
-0.000135561561041234 0.144128287170763
-0.000464814573252734 0.143715582647876
-0.000898871871782056 0.143428016560396
-0.000939570585081247 0.143369089518942
-0.000910933285701948 0.143648290742394
-0.000893400328701006 0.143361562949911
-0.000481188108477749 0.143863408799241
-0.000297714660505674 0.144439897058675
-0.000530705054891145 0.144254191369764
-0.000723808398719169 0.142669468411767
-0.000741067286604431 0.14181737146235
-0.000665135731481354 0.141776470204513
-0.000697406537827401 0.141423514218906
-0.000814515739163064 0.140190991466702
-0.000886863588657941 0.139110342304748
-0.000657001027423604 0.140204408769049
-0.000334127657830912 0.142512636489452
-0.000409486173151326 0.142951231489996
-0.000461463827812926 0.142102182569376
-0.000101338010411958 0.142633838118397
0.000336830359434152 0.144012718193272
0.000323859327490141 0.144059435686925
-0.00011911169477526 0.142744293787163
-0.000245477442594721 0.142670012090951
0.000245593727549267 0.142061667621565
0.000911878953093646 0.142647806346244
0.00121142380871078 0.143372947761805
0.0011323391971836 0.144229160028714
0.000890645546950183 0.14392301128133
0.00054304549676133 0.143135916228383
0.000305744359633809 0.143508590478026
-1.26257550496843e-05 0.1441843285142
-0.000419754078859291 0.144628161791899
-0.000538767090654012 0.144884515296682
0.00177464009204196 0.352220518200572
0.00285444174994969 0.354137015233138
0.00292390373032122 0.354310889343895
0.00224350200396048 0.354005509242806
0.00203991913979412 0.354143272094306
0.00161554513028565 0.353072676541363
0.000558438801189459 0.351879373559343
1.00208416558757e-05 0.352309294892849
0.000406762750812811 0.349994531067668
0.00152747369485065 0.350584146158285
0.00212661192573131 0.353574590527365
0.000732499922403086 0.354927237137596
-0.00062097632186215 0.35546767450725
-0.00102251317034137 0.353964537083412
-0.00177674208176864 0.35033136662844
-0.00175647077519089 0.351767191810308
-0.00225307256376909 0.35374668392967
-0.00403721031845574 0.356552410772044
-0.00475026087686906 0.356658381836764
-0.00491499826280266 0.353655399683022
-0.00455677048701547 0.354854897016379
-0.00362393232876622 0.355588963429125
-0.00307686054413024 0.355530342193872
-0.00257139322306635 0.356540357818719
-0.00310699182049511 0.358885463613078
-0.00412077623532252 0.358624874105724
-0.00431916668259734 0.356721170054896
-0.00402900266319616 0.353726572001208
-0.00273428334339925 0.355533307067286
-0.00166697217425957 0.354287281681711
-0.0020210511874436 0.350363140254487
-0.00297236453726169 0.349453171461157
-0.00407575869609591 0.351247838637712
-0.00450222851994066 0.349964060578083
-0.00380767604598964 0.352055300376541
-0.00253133541846072 0.354023354901811
-0.00190436488808496 0.353474084477368
-0.00297487760172848 0.354532633605141
-0.00429623020781939 0.355201898387491
-0.00403021309078814 0.354204350738658
-0.00325102064538187 0.352591848273433
-0.003248299456447 0.352918192806564
-0.00287957092461718 0.352584213974262
-0.00177107552000707 0.350210525046607
-0.00052971884485141 0.351684454513918
0.000864037390423662 0.350576475643452
0.00184544478642876 0.348966480880032
0.00195843575235182 0.349569665485697
0.000896931079154629 0.350698015445581
-0.000289608310883429 0.34728159768153
-3.57873535016416e-05 0.345514050901221
0.000798153557340489 0.347002282932289
0.00181023602655227 0.348274787795436
0.00295182603141996 0.34803406913791
0.0033920529885979 0.347914379523787
0.00295945020996098 0.347946257163534
0.0019512817453427 0.347432162577511
0.00157646334082896 0.34607806712467
0.00158596590877524 0.348017541787598
0.00104013878119351 0.347635522854233
0.00059516754355446 0.348465134486688
6.60519933239855e-06 0.347720855543359
-0.000567077521562005 0.345454349083639
-0.000310336260662152 0.343908263354208
0.00043441716494849 0.345465861644592
0.00125714689591201 0.345883069563418
0.00146586601205786 0.344717747564888
0.000960955489879699 0.344635936558593
0.000598971262294693 0.346266115201085
0.000291563662345594 0.344691177484602
-0.000141694642807178 0.34253529904403
-0.00038858278625292 0.344123706678214
-0.000391886643904735 0.341673007244204
0.000330562625137415 0.34084995264079
0.000734014317250067 0.343969358740174
-0.000610496477254685 0.34576701504354
-0.00147082775568356 0.345537786646686
-0.00135892250883296 0.344391276840102
-0.00194441227311039 0.341019845215939
-0.00220502116716681 0.342272481002124
-0.00281989115700261 0.343528709199696
-0.00397123241075985 0.345882747502013
-0.00369810400897512 0.346170112632036
-0.00311867888433052 0.344641549122225
-0.00282381353465265 0.34499513985153
-0.00217747824249727 0.345268860978886
-0.00159092084824261 0.346520212850533
-0.00124533345599152 0.348342061768388
-0.00171477145720337 0.350485640281204
-0.00228440297001748 0.35078355692729
-0.00194444522709674 0.347998886122695
-0.00123851261443252 0.344339700445091
-0.000430237605643029 0.347391341091048
-0.000112190483448491 0.347857325690628
-0.000958766725022979 0.343838654193404
-0.00253576763531845 0.343403237147591
-0.00375280035641212 0.344855119052289
-0.00397796899533529 0.343859209697298
-0.00317092558775743 0.346125177336858
-0.00162681713228355 0.347642294735215
-0.001093827855669 0.346233523780155
-0.00235880177985115 0.347259302455062
-0.00351539098682553 0.346764362390102
-0.00318490949667068 0.345685471961551
-0.00230448118494364 0.345186657940973
-0.001947524364496 0.345797258380805
-0.00137713336706463 0.345325414960927
-0.000391561011746586 0.343224867367906
0.000699905244934847 0.344036926113977
0.00197411199217927 0.344154741316715
0.00249287138747155 0.343692617028196
0.00188220939332796 0.343280110501743
0.000100252588339499 0.344763055580856
-0.00176842308417281 0.342941386517711
-0.00183747426867661 0.342060000782176
-0.00120848858960252 0.345712530602915
-0.000891699760059566 0.345642953812499
-0.000437719225489124 0.345702620983895
0.00023752546868399 0.346638850007485
0.00103576841240005 0.34587941966235
0.00130183887741148 0.346557402077564
0.00127349348673215 0.346509702844388
0.000892214884563508 0.34954055677917
0.0002274099661092 0.348943050643901
0.000268622280233754 0.350650290937778
0.000180808113025832 0.351644496859835
5.35670963056729e-05 0.350139502361542
0.000579359842846926 0.349149557191415
0.305233149937168 0.523988418749416
0.305145250452482 0.524305695132298
0.305339509770507 0.524751201861869
0.30572671013921 0.525004225913707
0.306090464908127 0.525188343640624
0.30643884610677 0.525146335842094
0.306445113285006 0.52446989567421
0.30611993777542 0.524368351192703
0.306043752291154 0.525017488744541
0.305942067865576 0.525931940803003
0.306040399701546 0.526388726381207
0.306621526741992 0.52661076440887
0.306875139671868 0.52718943535384
0.306551018309826 0.527720812749037
0.306005500455772 0.527195992648005
0.305795740775552 0.52634955427734
0.305592674796126 0.525214961636454
0.305022903954093 0.524021345173037
0.304631430638213 0.52366297962389
0.304289632770019 0.523844422197988
0.304269622002839 0.524358672784655
0.304399072282035 0.524837057043609
0.304251159670568 0.524834603165919
0.304495007799211 0.525207533782357
0.304539473569997 0.525503740145828
0.304456415825123 0.525043872896938
0.304763032040848 0.524853577413691
0.304434548545854 0.525149044992696
0.303930486085833 0.525679169082001
0.304033583591106 0.525998995954918
0.304227262452557 0.525351376077122
0.304153936478599 0.524507170783705
0.304065600960304 0.524309679618008
0.304388255863921 0.525030998581052
0.304647532498307 0.525994402957891
0.304727424173209 0.526227981750936
0.30494152727039 0.525938912680906
0.304977167615736 0.525813418202739
0.304957434507166 0.52638729306533
0.304935559602086 0.526843412200311
0.305065989715161 0.526517147096835
0.305508421512111 0.525692078949198
0.305594131364189 0.525049601977235
0.305381540917662 0.524512450501108
0.305289524365205 0.52323920669473
0.305175400004232 0.522843479863182
0.304991265549072 0.524182088932742
0.304741823764349 0.52444681526225
0.304483202662349 0.52366304724163
0.30441364558962 0.52413975334256
0.30471780734708 0.525075484089361
0.304910286279173 0.525913711792537
0.304589504010365 0.526315082882069
0.304506442245558 0.526253659496996
0.305056734427934 0.525950906811705
0.305744285086116 0.525886678778423
0.306089045434174 0.525947528171184
0.305983498710567 0.526376839965012
0.305714712914257 0.52616071729107
0.305554593079265 0.525510106808127
0.305464413587977 0.525313448379907
0.30521054823772 0.525421163627116
0.30491394057152 0.525802681051231
0.304789514947837 0.526520427589397
0.304679156539343 0.526856962164633
0.304589413908559 0.5266657654075
0.304685799174624 0.526564738185565
0.304863847434129 0.526078453230828
0.304972392807969 0.525876457043576
0.305089827410779 0.525730643628012
0.305017552379698 0.524735348627089
0.304751393786871 0.524257771741365
0.304634188136554 0.52459261396502
0.304428013030853 0.525057158713319
0.304419934846929 0.524786192168553
0.304852295143386 0.524261366151421
0.305026706108025 0.52432608393611
0.304790691648287 0.524630969154841
0.304449575372045 0.524044040996601
0.304427381585375 0.523379271728656
0.304529930131519 0.523161455296373
0.304457223109279 0.523323373989639
0.304562167176125 0.52381296865978
0.304575765482409 0.52401924271212
0.304698387574759 0.524778938295841
0.305018166003114 0.52601552600954
0.305097214497965 0.526301337509681
0.305341825999014 0.526626296568909
0.305449485217711 0.527270436072553
0.305476300945342 0.527512930817034
0.305703662163657 0.527671430761469
0.305364867643184 0.527980027704935
0.304970179788736 0.528150060061513
0.305034061086704 0.527663496532876
0.305014011435276 0.526561279845575
0.304672946199911 0.525371689042455
0.304227313874428 0.524929895258609
0.304175253457337 0.525716655819232
0.304192715429698 0.526573417541137
0.304199228852756 0.526531774871184
0.304600552129143 0.526136664142453
0.304773254005035 0.525364403876684
0.304529605195192 0.524952287755194
0.304325954604759 0.524760988551014
0.304298247115716 0.524305634092712
0.304363815986353 0.523687276259179
0.304321255755981 0.523292454763105
0.304193912903492 0.522769015993395
0.304111374967157 0.521871000221827
0.304331073837851 0.522248036474592
0.304643796795032 0.524055286682348
0.30455830243208 0.524406687918789
0.304496206026209 0.523626973238036
0.304846239710632 0.52420897810092
0.305274353861869 0.525577360504812
0.305251399851458 0.526450837996177
0.304798545164141 0.526445154490927
0.304662423197152 0.526092036457664
0.305143877744515 0.525855660697265
0.305800708547661 0.526440580227374
0.306091001426204 0.527063076728912
0.306002930697954 0.527526008637789
0.305752578830539 0.527169951892701
0.30539669891367 0.526460853625821
0.305151524828889 0.526373409720707
0.30482570729711 0.526665210440866
0.304411551255169 0.527130994872862
0.304285909681769 0.527529218257569
